term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
systems,0.23485757,0.15391566,0.07143647,-0.010055733,0.22194698,0.027970154,-0.10528111,0.2784801,-0.067460544,0.064749494,0.10887735,-0.021159824,0.06888375,0.025223218,0.00013494905,-0.020239374,-0.1646212,0.01916996,-0.048766542,-0.35642967,0.15301126,-0.034142133,-0.047125578,0.18629257,-0.14582121,-0.030359674,-0.012665134,0.09062021,-0.17801335,0.054225657,0.1481791,-0.04959056,0.17398499,-0.11854856,-0.119317465,0.12094895,-0.16824588,0.10524596,-0.012974717,-0.28891096,-0.015279312,0.02563337,-0.14311093,0.16719595,0.1963229,-0.018389633,-0.34535268,-0.09020531,0.00944305,0.28920498,-0.006737372,-0.24159643,-0.092679046,-0.1798007,0.2978618,-0.034670323,0.059496235,-0.20463842,-0.04148927,-0.17766044,-0.0845293,0.071738854,0.054995358,-0.24285288,-0.4303959,0.073884256,-0.17347726,0.15719342,-0.19667737,0.14167678,0.06602259,0.022616562,0.3391796,-0.0042975587,0.46502277,-0.06502124,0.16048978,-0.057152633,-0.40595558,-0.13460484,-0.21591374,-0.10395146,-0.20968771,0.15541871,0.073363654,0.19350988,0.2066479,0.027771061,-0.059368216,0.013844443,0.06848298,0.019215792,0.21741474,0.24266517,0.17184792,0.10671063,-0.030040676,-0.13536005,-0.029620394,-0.12241276,0.068700105,0.29471913,0.17693047,-0.13135831,-0.018688045,-0.2847136,0.071757056,0.3400964,0.07991395,-0.05136823,-0.28199807,-0.19642685,-0.0045024203,0.08930486,0.23633589,-0.015955774,0.12034925,-0.3459717,-0.012575627,-0.20924996,0.049678754,0.080666006,0.02373767,-0.25765586,0.027702536,0.118457474,-0.16405667,0.07876105,0.0991027,0.007286489,0.24865402,-0.09503713,0.2536341,-0.19798392,0.16639791,-0.109297484,-0.027938806,-0.065358885,-0.024489464,-0.14732923,-0.06361252,-0.21759936,-0.12237255,-0.16986686,-0.14205654,-0.02299491,-0.0961105,0.18636675,-0.067686364,0.23332284,-0.03210952,0.04269035,-0.070381016,0.10766555,-0.5573194,0.24859136,0.110273555,0.1172485,0.15461612,0.06817723,0.31596747,0.02865808,-0.09738592,-0.049121507,0.15846938,0.3172213,0.07727149,-0.08033287,-0.014735768,0.06452025,-0.24164782,0.47702265,0.16432467,0.006543873,-0.076112315,0.12269599,-0.26353472,0.011220338,0.15914495,0.22504562,0.1860933,0.2800741,0.045976497,0.02337917,0.3234509,0.19617124,-0.10692313,0.11331437,-0.00047756112,0.16580755,0.09249021,-0.2830568,-0.22480255,-0.24983607,0.056062907,-0.08885186,-0.08163885,-0.017665641,-0.16306256,-0.038993064
might,0.2005279,-0.05762863,0.46813175,0.014723277,0.19823244,-0.13379835,-0.3727458,0.21587569,0.050700493,0.18006504,0.016116923,-0.28047135,0.15344194,0.24305162,-0.060854886,0.26431352,-0.13840528,-0.20588204,0.09641134,-0.5270288,0.43252012,0.123472966,-0.40734512,0.09964353,-0.55546796,0.38254923,0.16036926,-0.18966472,-0.05117355,0.36312082,0.5240633,0.03653707,0.15921655,0.011579009,-0.3009738,0.46778384,-0.35375112,0.20004499,-0.14529616,-0.4373975,-0.05508997,-0.14893776,0.06362317,0.4146733,0.40389618,0.29858464,-0.45115274,0.13291594,-0.35655007,-0.20140807,0.17342865,0.024220636,-0.24449372,-0.16897765,0.31541473,-0.17943723,0.134576,-0.43468392,-0.23491739,-0.12860933,0.07831227,0.16765703,-0.14920752,-0.054518104,-0.40992022,0.1896856,0.0421564,0.44345146,-0.24618907,0.5550279,-0.28384498,-0.26766458,0.43118963,-0.08438201,0.68630147,0.12328742,0.03277562,-0.015550851,-0.5782067,-0.24814537,0.05522006,0.026125105,-0.23928867,0.10423675,0.27993324,0.3749051,0.050295714,0.36142123,6.189927e-05,-0.10432173,0.3708645,0.07344662,-0.08494108,0.5267809,-0.20796137,0.32342425,-0.48891187,-0.005638949,-0.02736688,0.013635144,0.44371343,0.40225178,0.35424778,-0.34151146,-0.269809,-0.26518485,0.17993543,0.23982242,0.16107148,0.34822914,-0.45950767,-0.36348724,-0.30049953,-0.24705215,0.04374513,-0.14568534,-0.30157283,-0.46932632,0.37667373,-0.83267665,0.20026417,0.44504416,-0.08949569,-0.15251084,0.19222742,0.2549011,-0.35217285,0.28513867,0.24630392,0.06260873,0.23689234,0.34285063,0.3374261,0.3800424,0.53490883,0.19098067,0.3063163,-0.050485265,-0.08935924,-0.036540184,-0.17300312,-0.1326445,-0.2539828,-0.3438046,0.06626515,-0.17158498,0.14185266,0.4863496,0.12722793,0.3774751,-0.28759706,-0.33420238,0.25837645,0.082086794,-0.6791507,0.40365568,-0.049461216,0.15285636,0.43205848,-0.012241628,0.38783258,0.07232467,0.32865608,-0.011236233,0.25559816,0.13580957,-0.20748527,0.09154372,-0.26843935,-0.17331909,-0.3107791,0.5921455,0.20262977,-0.09844906,-0.30122155,0.42237872,-0.35180062,-0.2704482,0.18203059,0.23621073,0.25377283,0.0098194,0.05075666,-0.05203398,0.42493194,0.24025367,0.025778575,0.06589559,0.21865036,0.37245634,0.14474802,-0.35201195,-0.1271164,-0.30874035,0.036093462,-0.09649652,-0.08446045,0.339573,-0.1709618,-0.00579416
role,0.266646,0.068061665,0.048994202,0.013969476,0.12113083,-0.25090456,-0.084662564,0.37188876,-0.019441579,0.070588775,-0.097284876,-0.23247573,-0.0065956037,-0.02507208,-0.12224381,-0.096535705,-0.093626015,0.13288327,-0.1766086,-0.2026766,0.20538825,-0.090781696,0.105127014,0.25085875,-0.3386705,0.16542701,-0.06670162,0.084986374,-0.08057414,0.11839038,-0.03960098,0.03376202,0.28321218,-0.1711247,-0.22705558,0.2555209,0.0052512903,0.13582298,0.016787091,-0.29927847,-0.005391799,0.15424752,-0.2255982,0.0062375986,0.1880621,-0.0072370004,-0.161986,-0.13772827,0.08393882,0.3030641,-0.24724536,-0.27340686,0.12545253,-0.14886889,0.33104566,-0.13816713,0.01744468,-0.24598359,0.09314803,-0.28097996,-0.16372561,-0.052470814,-0.116534375,-0.16557397,-0.33672282,0.09067831,0.021285139,0.0650075,-0.15973143,0.16928615,0.13935573,0.009774403,0.3335715,0.06408975,0.23021767,0.16408083,0.11481944,0.013115715,-0.40136623,-0.22509897,-0.2141539,-0.22771938,-0.06425537,0.06773779,0.041903798,0.085669965,0.11014489,-0.089346826,-0.104855254,-0.17087823,0.0739617,0.02952388,0.30439734,0.20636377,0.15609413,0.07203874,-0.14516954,-0.023487968,-0.272995,-0.2058692,0.1008813,0.506704,0.19131546,-0.05481519,-0.13333157,-0.39760387,-0.060452644,0.3739761,-0.012307298,-0.08809787,-0.29049692,-0.17951228,0.029014116,0.13258635,0.18886568,0.04005695,-0.078031,-0.35139224,-0.07213769,-0.12835945,0.008116983,0.03644752,0.09659509,-0.31541866,0.008052932,0.018424662,-0.07622298,0.17954329,0.15802898,-0.17897433,-0.030890727,-0.26292244,0.25811744,0.019797752,0.016358241,-0.08276166,-0.16455232,-0.04163822,0.031244772,-0.11965073,0.08776586,-0.27039316,-0.15753616,-0.07145414,-0.17103146,0.1113128,-0.08041558,0.03816205,0.074695766,0.21557605,-0.03311462,0.23194723,0.13843912,0.067834966,-0.3494548,0.14543904,0.10261355,-0.036827784,0.15557723,0.19564523,0.31540152,0.032853626,-0.15899606,-0.3695669,0.31478086,0.33107594,0.13740101,0.04997872,-0.07660748,0.3294671,-0.3212774,0.3452679,0.2502061,0.007161583,-0.031243034,0.4286796,-0.1595985,0.050729662,0.22296941,0.2054832,0.079524845,0.4351001,-0.1822973,0.0969331,0.2727208,0.14475912,-0.0967726,0.103586756,0.1355106,0.11600507,0.22614866,-0.2710091,-0.4915645,-0.2795933,-0.09306983,-0.15756328,-0.067657284,-0.1390079,-0.18522254,-0.11725781
age,-0.045524307,-0.11198452,-0.09972258,0.011003184,0.08752464,0.07273455,0.098137826,0.21786198,-0.07752438,-0.13321419,0.098176666,-0.033260256,0.067359336,0.094669856,0.018548902,-0.020483423,0.14956759,0.019979352,-0.09733926,0.049632493,-0.024198007,0.14100875,0.03329294,0.04065724,0.18519862,-0.08122597,-0.073502705,-0.113738686,0.055935405,0.15204504,-0.12255063,-0.08154603,0.04137772,-0.16971573,0.041962232,0.120620325,0.002732384,-0.30110744,-0.06909725,-0.06709157,-0.20949206,-0.07049539,-0.11847253,-0.010672484,0.1004386,-0.17817841,0.2595661,-0.0846756,-0.06954545,0.19701311,-0.101686426,-0.035098724,-0.03848858,0.04361643,0.1342883,-0.14153545,0.033095326,-0.15929,-0.043311555,0.17223686,-0.028301805,0.022427432,-0.01384391,-0.078080274,-0.13264413,0.047874678,0.00316115,0.13124795,0.021998968,-0.005684781,0.23614873,0.056900095,0.031439215,-0.20634884,-0.23800105,0.17698877,0.38984236,-0.102462,-0.10609065,-0.25254476,0.08113694,-0.07478716,0.029281307,-0.07831739,-0.17409615,-0.012867747,-0.13562067,-0.0080822315,0.087060094,0.09065813,-0.14715092,-0.08988174,0.025383683,0.04562903,0.1311711,0.074701704,0.16740087,-0.19545293,0.3206817,0.15007243,-0.2060641,0.11879064,-0.22760187,0.024648983,0.08486752,-0.17139925,-0.0027390833,0.26489973,-0.14396039,-0.18861413,0.20626573,-0.04833129,0.09486744,0.031455614,0.26308933,0.12494062,0.10413911,-0.41635236,0.0960628,0.01168258,0.12392912,-0.066137046,0.34181663,-0.04522069,-0.24010146,0.27965325,-0.16614158,-0.113270506,0.13479717,-0.22147053,0.19833791,-0.10708174,-0.2554007,-0.18726619,0.12274489,0.22130448,0.06504309,-0.093117,0.03580823,-0.13838348,0.09751765,-0.26081917,0.07440162,-0.16685036,-0.28609395,0.06866891,0.005381719,-0.046033833,0.013264348,-0.103242144,0.12119968,0.039779745,-0.03432466,0.06989018,-0.18785448,0.22330306,0.22798008,0.20410311,-0.10870767,-0.050734427,0.016224742,0.19332859,-0.17226979,-0.0077975807,0.083671324,0.25765514,-0.04803081,-0.15040432,-0.070818365,0.20116074,-0.11363341,-0.022966351,-0.019474773,0.068842076,0.28368515,-0.16461019,-0.1772273,-0.009893938,0.22051308,0.09330495,-0.15906858,-0.059111033,0.14626892,0.045792405,-0.1654878,0.0085221445,-0.21536389,0.04476312,0.22525072,0.02869544,0.07630482,0.053839996,-0.037322104,-0.078470156,0.1424644,0.08353438,0.13560456,-0.11178102,-0.3133852,0.051323008
recent,0.34673578,0.034045592,0.15176812,-0.023387836,0.13297646,-0.1567436,-0.080754705,0.106082626,-0.09456683,0.15516366,-0.060726244,-0.24260317,-0.05493026,0.0827869,-0.2139182,0.06551982,0.08757432,0.21702927,-0.007929327,-0.26756588,0.061807953,-0.082124,-0.13725066,0.009695287,-0.20177509,0.13420142,-0.106720574,0.04681968,-0.15223481,-0.030023377,0.18612199,0.14057107,0.21809974,-0.09432816,-0.1607038,0.29435405,0.05940721,0.094536684,-0.079188116,-0.1312665,-0.06011857,0.071449555,0.036203366,-0.04966217,0.07973499,0.078739546,-0.01929333,-0.1856914,-0.12967932,0.12961435,-0.13233362,0.007235342,0.019435288,-0.086737506,0.08277694,-0.23316503,0.03837485,-0.22968236,-0.06962075,-0.20217709,-0.09400901,-0.11895887,-0.11248788,0.043638024,-0.20830935,0.005333212,0.12841456,0.21685044,-0.25270978,0.3696412,0.13426715,-0.022426717,0.26674268,0.083571784,0.25423947,0.02993863,0.16528447,-0.06745646,-0.2884241,-0.0013714398,-0.11812359,-0.18320628,-0.22778696,0.044564456,-0.07236685,0.09830831,0.07923619,-0.0067229425,0.11165185,0.06692666,0.07944603,0.04428776,0.12661356,0.1898852,0.12749656,0.065073684,-0.019232657,0.028384527,0.0069973455,-0.051969152,0.05837617,0.10082478,0.004779946,-0.016912857,-0.15979165,-0.34298256,0.117134444,0.1840676,-0.07292768,-0.10735374,-0.2521427,-0.23822892,-0.12896588,-0.1560629,0.13555913,0.13240318,-0.060935855,-0.43873054,0.106183045,-0.25140694,-0.022394625,0.305749,0.18371284,-0.24663302,-0.03735644,0.12815274,-0.043509476,0.18235259,-0.04150591,-0.20010133,0.10003982,-0.03358209,0.09793404,0.008509201,0.13111639,0.20622185,-0.19258776,-0.17502102,-0.18405105,-0.005870733,0.17570682,-0.25503436,-0.18436937,-0.23776908,0.089006476,0.09102318,-0.13027434,0.120975725,-0.027382081,0.18780321,-0.055566538,-0.047971632,0.20546977,0.011880075,-0.47244853,0.41670018,0.063247874,0.16835949,0.15253957,0.13749142,0.17829773,0.022042431,0.046796814,-0.11148677,0.15239418,0.19715516,0.12771563,0.009394004,0.07054701,0.18069902,-0.1481606,-0.02048037,0.28144526,0.09224881,-0.0062252623,0.25022155,-0.15225634,-0.15504713,0.14570561,0.14383708,0.002962367,0.29489014,-0.02076101,-0.020076787,0.22625723,0.1281034,0.18585165,-0.033265334,0.018420892,-0.028422091,0.119765416,-0.20250946,-0.18116766,0.045150757,-0.023530087,0.049416665,0.04529111,-0.008194511,-0.2586836,-0.012375298
body,-0.4320175,-0.1770604,-0.14772622,0.074290186,-0.101990625,0.27733436,-0.033031564,0.2934966,-0.048809692,-0.008401667,0.05901235,0.00044230025,0.10140177,0.0034830223,0.011293025,-0.05226263,0.0053709554,-0.06353556,-0.124926284,0.17023066,-0.036658745,0.30644277,0.3789363,0.29295635,0.38578284,-0.14200038,0.041057695,0.012407209,0.1448361,0.08528428,-0.049349166,-0.245238,0.26448837,-0.2668199,0.10478785,0.007501125,-0.08768237,-0.3306218,-0.062394947,-0.07413114,-0.11309953,-0.13647275,-0.36968037,0.13104787,0.124141574,-0.3562493,0.2667028,-0.12840253,0.012489858,0.26018655,-0.099414796,-0.00228258,-0.009703647,0.015120695,0.03862652,-0.06411579,0.12174816,-0.11607474,-0.0052200486,0.07193616,-0.09608311,-0.089717135,-0.024986025,-0.05515484,-0.14214675,0.08674507,-0.033011023,0.15571642,0.015904156,-0.10079136,0.25230876,0.06307547,-0.08137881,-0.17756906,-0.38360918,0.28023294,0.41179296,-0.008352519,-0.1715711,-0.26203185,0.017486626,-0.057825536,0.2954829,-0.16222519,-0.30662438,-0.061095648,-0.3737139,4.40069e-05,-0.20923913,-0.014438778,-0.29278693,-0.26125634,0.104764275,-0.03327678,0.19992696,0.095003605,0.3087118,-0.23377979,0.1951495,0.19269937,-0.40082505,0.20770085,-0.34156922,0.01706707,0.21958292,-0.2881906,0.007580341,0.36768335,-0.30801627,-0.21616772,0.32057306,-0.022070412,0.12706171,0.07152942,0.39963654,-0.043250747,0.27002567,-0.5324056,0.11344531,0.032776866,0.27497345,-0.2151071,0.5323181,0.19032022,-0.081399545,0.35342675,-0.3701811,-0.059022732,0.19672045,-0.12773287,0.1323968,-0.07464154,-0.34293625,-0.12672494,0.33927315,0.3958228,0.15900284,-0.08146951,-0.04525739,0.0022363716,0.23543732,-0.41507104,0.014308783,-0.1105708,-0.48761654,0.17633545,0.1363314,-0.04972213,-0.015969658,-0.21049874,0.20235418,0.16152789,0.0021360042,0.16262609,-0.28277805,0.1568764,0.3490767,0.33714765,-0.07296901,-0.021042332,0.2067287,0.24963047,-0.077983186,0.05818314,-0.15975101,0.26710403,-0.18706821,-0.24903446,-0.35903838,0.26366597,-0.25817692,0.16431534,-0.0022207662,-0.07509411,0.19586886,-0.18526295,-0.18808772,0.14371307,0.39236826,0.15982668,-0.21585569,-0.19728453,0.34634042,-0.017736573,-0.37791243,0.08025661,-0.5365589,0.15461423,0.27442127,0.032566518,0.15318857,0.0056657004,0.14933635,-0.10944258,0.30652183,0.028052827,0.23097181,-0.19966969,-0.47344774,-0.07566141
do,0.27420986,-0.027842157,0.4028514,0.18318102,0.20728141,-0.2266693,-0.27304992,0.07260404,0.2783901,0.23731041,-0.34718603,-0.51931316,-0.012619148,0.4156219,-0.28974086,0.100036465,0.27359027,-0.30933553,0.18969582,-0.12843007,0.5142815,-0.04483006,-0.5424922,0.041835073,-0.2739607,0.40915933,-0.09188593,0.076503605,-0.09112557,0.45538712,0.2062359,0.07924121,-0.051830247,-0.16157354,-0.45075274,0.4341003,0.010472386,0.003681428,-0.33615577,-0.24754979,-0.3167648,-0.09216502,-0.1114725,-0.15935373,0.24310656,-0.019356716,-0.04633394,-0.1274719,-0.5192614,-0.12724403,0.14969258,0.13952519,-0.27965426,0.05850561,0.38071084,-0.051337045,0.17320523,-0.6286797,-0.4200477,0.09904161,0.057326198,-0.018624019,-0.2156081,0.079177886,-0.075448826,0.15921435,-0.028827686,0.37382913,0.062241204,0.6070565,-0.19353722,-0.2187993,0.31700325,-0.16013716,0.36134744,-0.03462068,-0.035232075,-0.05486124,-0.35339615,-0.2081946,0.033879187,0.13687624,-0.25538975,0.16270216,-0.014857293,0.25844195,-0.06387521,0.22009923,0.19620718,-0.091232255,0.30484572,-0.016427414,-0.23292182,0.4189386,-0.20417215,0.31485075,-0.40507603,0.1372766,-0.12675236,0.25449225,0.13787308,0.011854362,0.26211786,-0.24839596,-0.40564862,-0.35414895,-0.1345787,0.064190045,0.14901017,0.12987503,-0.21856162,-0.19560935,-0.13874906,-0.13079248,0.074770465,-0.17946161,-0.4281168,-0.5244749,0.59547013,-0.53587013,0.22768673,0.354899,-0.14603283,-0.23140788,0.04007458,0.28676218,-0.21665558,0.2377735,0.28947243,-0.15707338,0.028668728,0.4269283,0.020477504,0.42820626,0.35901764,0.3040465,0.072308436,-0.08526743,-0.11823451,-0.039507277,-0.13005355,-0.20722929,-0.017340923,-0.5597292,0.11081761,-0.17746894,0.041265115,0.21108536,0.044194855,0.29684305,-0.04102428,-0.24149956,0.20580052,0.100257225,-0.4612233,0.22288895,0.041682914,0.21939373,0.37110433,0.04983918,0.11085883,-0.059146844,0.2546908,-0.0073079206,0.24908061,-0.18555732,-0.13650608,-0.12627904,0.09319996,0.19931124,0.15907174,0.093475424,0.18354964,-0.1776654,0.100126445,0.18604527,0.11438649,-0.48204565,-0.11227763,-0.11282599,0.08110856,0.047010854,-0.15494421,-0.10885172,0.07421211,0.30312523,-0.16696309,-0.08742383,-0.089518525,0.42722464,0.11800194,-0.14723745,-0.27358693,-0.09449159,-0.2008829,0.03422749,0.018262124,0.1861504,-0.23422769,-0.039688
least,-0.043877218,-0.19231388,0.083718464,0.2647235,0.06313773,-0.10126248,0.09497703,0.55365634,-0.25444847,-0.026380945,-0.22700956,-0.47783002,-0.048620377,0.30354792,-0.33069202,0.050417695,0.21011151,-0.006330947,-0.03203955,0.19055386,0.40269265,0.3728737,-0.16155821,0.18162993,0.23989898,0.113825895,-0.33051917,-0.12685391,0.28812534,0.21378027,-0.18918304,0.119084865,0.082572624,-0.1983312,0.015586495,0.5630505,0.24284069,-0.266128,-0.35340405,0.016099941,-0.47395268,0.087020226,-0.113827735,-0.017294617,0.05306812,-0.19798534,0.38259414,-0.09053552,-0.20022185,0.18834494,0.14996861,0.33358,-0.078911774,0.20530814,0.18670367,-0.26119322,0.105047524,-0.22582965,-0.1409901,0.036866054,-0.17203978,0.043188233,-0.23925315,-0.21888717,-0.06215162,-0.0009387883,-0.07498606,0.41524705,0.07226836,0.0031947216,0.11792184,-0.14916539,-0.20267811,-0.08207274,-0.05352952,0.27743644,0.3616589,-0.046751697,-0.35433444,-0.20783377,0.14016223,0.06221158,0.022929236,-0.015784185,-0.4767988,0.038399793,-0.35065117,0.117368504,0.33337715,0.1077405,-0.13402261,0.030176565,-0.038784444,0.08246871,0.05052911,0.027721863,-0.059679806,-0.0150003005,0.19155115,0.23565553,-0.2634559,-0.18418263,-0.1669737,0.10682823,0.068507686,-0.1856092,-0.074009284,-0.09038678,-0.2173801,-0.2039948,0.2393278,-0.1473264,-0.006026815,-0.102057464,0.27684736,0.06929267,-0.11855237,-0.31948358,0.18276848,-0.23361653,-0.03111471,-0.08839799,0.24238557,-0.19846272,-0.16594423,0.14615126,-0.2656465,0.2055414,-0.070798166,-0.25156304,0.12923889,0.018293317,-0.28929073,0.0038445261,0.07511463,0.38129535,0.2885518,-0.13599132,0.0013247763,-0.053871416,0.23105602,-0.11724388,0.070446916,-0.21069065,0.008762366,-0.06430125,0.15950839,-0.02870703,-0.027648667,0.09244615,0.13950488,-0.15563278,0.1565661,0.2502551,-0.13696235,0.48737586,0.11383273,0.24856073,-0.08588578,0.02387952,-0.0515006,0.16919135,0.09494824,-0.09478808,-0.28486046,-0.04999937,0.020735031,-0.08192149,-0.0015119911,0.32921216,-0.027881276,-0.15402862,0.056028705,0.13849923,0.25131688,0.06065375,-0.1256833,-0.042306226,-0.044766534,-0.07782166,-0.14283249,-0.04961126,-0.048225675,0.003955086,-0.33852732,0.09894678,-0.24285065,-0.08963662,-0.12812138,-0.09411621,0.24159645,0.11132114,0.15160511,0.23864175,0.03123527,0.23446472,0.43669376,0.063227266,-0.36788496,0.018413858
even,0.13365111,0.013850363,0.1792994,0.028572876,0.20654061,-0.15997808,-0.2133001,0.2442657,-0.026503501,0.17150092,-0.33044592,-0.18298946,0.0037182416,0.13710745,-0.11711825,-0.026393902,-0.03529265,-0.04606326,0.032715328,-0.05223898,0.43083602,0.042172197,-0.028746817,0.124979444,-0.016173935,0.0975382,-0.06195764,0.17684972,-0.11545899,0.1755022,0.12491668,-0.058618315,0.19933845,-0.1255243,-0.14780337,0.22527704,0.023191724,0.07970556,-0.05824011,-0.15991166,-0.11761287,0.01672975,-0.14458986,0.0715903,0.135352,-0.059872486,-0.116379485,-0.25867358,-0.20568055,0.1181749,0.05247502,-0.061177272,-0.07326632,-0.16309297,0.24736975,-0.009566488,0.013517307,-0.3708944,-0.03654298,-0.20893912,-0.086174026,0.026493834,-0.18238817,-0.07719927,-0.1270257,0.1160106,-0.026381379,0.2713912,-0.18781336,0.22593549,-0.030052703,-0.09197627,0.21884125,0.015203235,0.31302974,0.099362075,0.097921684,0.033190582,-0.43914127,-0.09445998,-0.20247208,0.011804698,-0.049416818,0.13105667,-0.20930769,0.1146477,-0.22615607,-0.008939596,-0.02853105,-0.22498275,0.20052704,-0.04901223,0.1558812,0.13558728,0.0410655,0.13839923,-0.18669662,-0.006024833,-0.18496907,-0.05447186,0.023859655,0.23423056,0.07075316,-0.0071607437,-0.093554,-0.2750752,0.048288066,0.27015972,0.072837286,-0.1154316,-0.11981429,-0.1562325,-0.058487356,-0.06878493,0.21457283,-0.1005323,-0.06980664,-0.38197118,0.0656649,-0.16949154,-0.005112715,0.08410733,0.05234198,-0.22954461,0.096185796,0.020596027,-0.118525155,0.15248714,0.05578028,-0.20030227,-0.045518067,0.11310004,0.03762174,0.030957382,0.28225377,0.175292,-0.06119678,-0.046317358,-0.06268195,-0.17148228,0.15673059,-0.18343033,-0.089924,-0.20387045,0.025759922,-0.012193763,-0.055122543,0.17865011,-0.029007848,0.32978687,-0.11390221,0.04832245,0.095764935,0.13784657,-0.33760425,0.2038648,0.021370947,0.111561134,0.28736374,0.15286541,0.24822725,0.06472637,0.03163395,-0.16148423,-0.037278745,0.12923566,0.08212613,-0.022031726,-0.07093571,0.23514368,-0.16335106,0.17250776,0.18821768,-0.05236848,-0.0564912,0.22966574,-0.059670396,-0.08915662,0.0475982,0.08654756,0.17182441,0.2867257,-0.0051310896,-0.06615993,0.19350299,0.26451057,-0.09968736,0.037795316,-0.15114094,0.122908466,0.21286707,-0.21564473,-0.20420535,-0.0017393703,-0.053043205,0.017355498,0.024893431,-0.040975392,-0.36116797,-0.17534125
spatial,0.10727005,0.03190141,-0.098995194,-0.00438801,0.094503775,0.09401432,0.07841123,0.16427965,-0.027976431,-0.070845805,0.19531752,-0.002812156,0.005557616,0.01864773,-0.031881977,0.03291556,0.007533866,-0.017476143,-0.07080099,-0.16689478,-0.08316003,0.015443975,0.0986961,-0.047274884,0.054885406,-0.010785758,0.00061353494,-0.040841077,-0.081098735,0.07186329,0.014568413,-0.062325757,0.026621595,-0.188245,-0.058779396,0.09304466,-0.107333854,-0.143107,-0.066582344,-0.17296857,-0.09608312,0.0006165828,-0.0007762311,-0.12820303,0.13182396,-0.10555117,-0.07205777,-0.039950173,-0.0023840042,0.17526321,-0.11443618,-0.16130085,-0.09358126,0.0054350006,0.172554,-0.14562199,0.032397754,-0.1471578,-0.10376707,0.060810357,-0.012532429,-0.012409317,0.12573516,-0.03303594,-0.1914727,0.007235503,-0.07609951,0.13108866,-0.04445068,0.06801537,0.20674084,0.18331902,0.2384219,-0.14987351,0.056834955,-0.110185884,0.2554189,-0.15964475,-0.18755592,-0.18679933,0.015889425,-0.13212846,-0.21332507,0.0863193,0.05311042,0.021587014,0.13766135,-0.11941885,0.004531871,0.07541456,-0.06903577,0.019585842,0.108865656,0.094656855,0.21049927,0.10002184,0.19393407,-0.18895087,0.29014242,0.062866,-0.13738239,0.11457603,-0.13446195,-0.13465801,0.10891901,-0.29458758,0.0948318,0.2885244,-0.114326134,-0.21138936,-0.02435976,-0.1198447,0.079010844,0.13780884,0.30340222,0.15849113,0.13296051,-0.32928386,0.11358234,-0.07903178,0.079778075,0.11239672,0.2291777,-0.09756915,-0.16435932,0.20036408,-0.120924674,-0.071377195,0.08141942,-0.114563964,0.27588114,-0.061493848,-0.100828804,-0.26811114,0.086430386,0.09551826,-0.016029466,0.045495432,-0.043384824,-0.07632847,-0.0027893253,-0.25459185,0.008128839,-0.18441862,-0.23128621,0.08349661,-0.07752542,0.078534596,0.010966489,-0.035721134,0.14018813,0.0056355093,-0.01961986,0.028291434,-0.42151695,0.27300578,0.22999671,0.12710898,-0.029290676,0.020028714,0.13407186,0.07952943,-0.07192032,0.048197705,0.20402986,0.24043722,-0.047070622,-0.21582387,-0.035000045,0.101980366,-0.10836136,0.19932258,0.09292979,0.056972764,0.17946324,-0.10300695,-0.27070072,-0.012682908,0.24905422,0.072280526,0.013007128,0.08509669,0.06777481,0.028966544,0.04204982,-0.0266236,-0.20677428,0.14652836,0.20917033,0.11715471,0.008856277,-0.0030725277,-0.14437091,-0.20187078,0.13627002,-0.013058438,-0.0019653463,-0.22701797,-0.064534664,0.051147994
