term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
strong,0.19572927,-0.1662894,0.043034833,0.051582254,0.12842283,-0.16404423,-0.15519103,0.14478788,-0.039093234,0.08136591,-0.1957244,-0.06390937,0.034819305,0.08265531,-0.06697367,-0.03206682,0.09031448,0.023445759,-0.05026497,-0.15570377,0.13829315,0.020024609,-0.11174306,0.059866507,-0.21135864,0.17175363,-0.055385936,0.050645534,-0.06499452,0.14785385,0.20031707,0.0076113697,0.061046112,-0.08022839,-0.10697021,0.19272073,-0.08110338,0.1213446,0.023103096,-0.21495134,-0.046192497,-0.005525416,-0.13732982,0.12714753,0.15292498,0.10280958,0.011795962,-0.19504377,-0.13967612,0.13977647,-0.10392893,-0.08151031,0.008232583,-0.16418721,0.21666735,-0.06554777,0.005691734,-0.29007497,-0.11914729,-0.16403987,-0.11799239,0.041181836,-0.1386606,-0.029939111,-0.21455283,0.07453632,0.09459063,0.18468662,-0.17299457,0.29599482,0.10803288,0.025663098,0.22401915,-0.06680369,0.19161019,0.094006605,0.073641226,0.047763567,-0.31381226,-0.16482423,-0.11165171,-0.077918485,-0.12278415,0.051025122,-0.035000686,0.10472911,-0.03939462,0.013402312,0.022514006,-0.0100035155,0.12445356,-0.074158266,0.18317732,0.23402274,-0.0059208707,0.006668931,-0.062118545,-0.025625763,-0.0143464785,-0.04773823,0.09476302,0.2514127,0.14132345,0.012674928,-0.19187544,-0.36085597,-0.0022842295,0.24627723,0.079867676,-0.062978536,-0.16561203,-0.11204009,-0.11847939,-0.108426556,0.13153803,0.006429191,-0.018990384,-0.49159336,0.12121558,-0.24656953,0.025477638,0.106592566,0.04990587,-0.15342198,-0.029439729,0.13059038,-0.054491725,0.031929977,0.10609583,-0.14136072,0.054431017,-0.11526918,0.13461298,0.076391675,0.20023511,0.15434475,-0.13090722,-0.07723769,-0.033431366,-0.24607125,0.110364966,-0.26364094,-0.123898745,-0.20240414,-0.032224737,0.059972882,-0.117579915,0.1260756,0.034415353,0.23447287,-0.10094168,0.08490772,0.13321745,-0.00198571,-0.35973874,0.2580681,0.12953053,0.12388483,0.16311213,0.028512986,0.12398329,0.054925136,-0.08981905,-0.1639383,0.15657085,0.20787634,0.08711838,0.012532054,-0.03542408,0.19383842,-0.18895221,0.07359502,0.2658778,0.027759219,0.02510725,0.24425544,-0.06385178,-0.08736365,0.19400156,0.18485795,0.002521609,0.19412775,0.10449673,0.029338956,0.12711859,0.086931705,-0.05144893,0.014968588,0.0692726,0.10883063,0.07194538,-0.20610087,-0.28419524,-0.047309637,-0.035493735,0.001904475,-0.0829123,-0.015530268,-0.25093907,-0.039412353
via,-0.008148668,-0.05450037,0.016708601,0.004135937,0.18235108,0.0487967,-0.08486503,0.07898615,-0.07805122,-0.02433456,-0.07681675,-0.013824659,0.04801284,0.123137765,0.01778304,-0.04075463,-0.067602344,-0.06255501,-0.06828519,-0.102980934,0.009736102,0.072948806,0.04370143,0.19564545,-0.030120138,0.041654952,0.02973946,0.08037392,-0.060567982,0.092432715,0.0628045,-0.039652817,-0.023703475,-0.10532472,-0.005131142,0.067032345,-0.06059979,-0.024988502,-0.029936507,-0.14685962,-0.1015452,-0.007133789,-0.20223044,-0.077653095,0.16105886,-0.1841788,-0.05485653,-0.20213924,0.017447872,0.13485098,0.06299441,-0.09340015,-0.029204713,0.061399687,0.17668809,0.010254496,0.0026235713,-0.18144369,-0.17240576,-0.0022774353,-0.05795792,-0.011596636,0.057701807,-0.09169107,-0.21033338,0.10470021,-0.021656027,0.05934435,-0.022528075,0.14561394,0.046063367,0.05659921,0.07113914,-0.1366635,0.0034909528,0.102313355,0.1960187,-0.032038398,-0.1844357,-0.24819285,-0.0031119199,-0.049294043,-0.02236417,0.018247532,-0.1525694,0.077936165,-0.032375026,0.02726095,0.011335696,0.14419563,-0.020779006,-0.05333088,0.1026783,0.08984417,0.075170815,-0.031133039,0.11553019,-0.108408935,0.22370905,0.07566933,-0.05734227,0.18775982,-0.073948465,-0.14665262,0.10426006,-0.23401818,-0.042903613,0.22380458,-0.07022959,-0.11013116,0.020391831,-0.046691954,0.08889711,0.020959351,0.13111608,0.039149366,0.061218746,-0.40183344,0.07502372,-0.15408091,0.11094771,0.026479159,0.022340467,-0.17190048,-0.045469683,0.21500789,-0.22355814,-0.07973944,0.17176725,-0.23560178,0.15807319,0.01688415,-0.042056147,-0.1460433,0.14736137,0.096930504,0.022622561,-0.04908816,-0.004934819,-0.18388578,0.0309645,-0.15626226,0.10066076,-0.18403034,-0.2174025,-0.09374311,-0.07432239,0.0038472074,0.00049027405,0.03783765,0.053425845,-0.03074883,-0.034852184,0.090645716,-0.26901135,0.222776,0.18751627,0.12753145,-0.007148808,-0.1115763,0.088036746,0.10278858,-0.09143046,0.012659977,0.17347586,0.17253989,-0.018881673,-0.21801466,-0.053910036,0.11226793,-0.064040616,0.14639342,-0.006896651,-0.038207937,0.16089216,-0.14676315,-0.08520874,-0.031254027,0.23985527,0.14473775,-0.060407765,0.0678824,0.014082148,0.01684982,0.019976053,0.033083364,-0.03391808,0.15052246,0.14863743,0.107962266,0.11804765,0.014357067,-0.04459547,-0.13602664,0.087175354,0.0066682193,-0.0672715,-0.023954943,-0.026933558,0.07297241
km,-0.33573812,-0.18139918,-0.008882257,0.117584266,0.109966226,0.2092667,-0.0015779152,0.12789,-0.15888911,0.036310025,-0.11798131,-0.20624982,0.009112539,0.19345762,-0.14375266,-0.06957976,0.034347627,-0.031123143,-0.05567364,0.25036016,-0.0787472,0.2614358,0.23418646,0.18828586,0.38439167,-0.041060362,-0.054514665,0.0762739,0.11370958,0.0873336,-0.1429517,-0.12747614,0.08397389,-0.20056394,0.10611444,0.19439557,0.068143144,-0.30999982,-0.19402596,0.051941834,-0.25865158,-0.0026552312,-0.23208043,-0.16237037,0.07903109,-0.4332276,0.37169418,-0.25534067,-0.068414904,0.12318489,0.1405258,0.15253773,0.0040014233,0.26139715,-0.03802626,-0.08382237,0.06657785,-0.07074742,-0.16198535,0.0073644924,-0.040221725,-0.13320892,-0.01666809,-0.017357957,-0.09002732,0.010012336,0.052564494,0.24963894,0.055826504,-0.025058536,0.16535532,0.022957753,-0.1645648,-0.1236384,-0.35035923,0.27596804,0.4413482,-0.101342015,-0.16817203,-0.2426934,0.1393383,-0.023373693,0.17102073,-0.113801666,-0.48814625,-0.039336063,-0.40555257,-0.0042475862,0.05122603,0.20121627,-0.26362896,-0.09522786,0.026197601,-0.09919366,0.2111066,0.067563124,0.29561773,-0.13465679,0.37493613,0.29652774,-0.43239975,-0.054303795,-0.44752687,0.008924845,0.20901395,-0.1992715,-0.047354378,0.1584027,-0.3761164,-0.33944336,0.39787942,-0.010895129,0.15572551,-0.08294864,0.31788415,0.06844161,0.03730369,-0.47072622,0.16299325,-0.0093290135,0.20236407,-0.08253502,0.38397992,0.016280798,-0.105451,0.3260872,-0.31418344,0.007967109,0.102841824,-0.34731534,0.11602021,0.10000853,-0.4629364,-0.16003889,0.14977294,0.4227874,0.1907081,-0.1532638,-0.089564234,0.026641808,0.20128104,-0.1704136,0.21171017,-0.21199897,-0.23775247,-0.026250163,0.10670493,-0.17777793,-0.057937782,-0.23460466,0.2392166,-0.055658907,-0.0065570837,0.14727646,-0.13556278,0.31190634,0.26732647,0.2652444,-0.2069838,-0.17674276,0.01641908,0.30194244,0.075240776,0.09108868,-0.20018238,0.009613983,-0.14005007,-0.35126773,-0.17422105,0.17644638,0.029546697,-0.14252193,-0.090870626,-0.05816142,0.30480257,-0.24712081,-0.10252501,0.0012541983,0.2644762,-0.029424595,-0.23497744,-0.21026984,0.12155568,-0.036852036,-0.32870314,-0.018753184,-0.18022025,0.13132943,0.17899743,-0.09575742,0.21570922,0.24359179,0.36350092,0.09738562,0.2512715,0.121729866,0.285797,-0.10355329,-0.19828129,0.0073650354
whether,0.23816988,-0.0017033726,0.023501184,-0.02644769,0.24641186,-0.09446808,-0.07440921,0.18691629,0.08688127,0.019683102,-0.18649383,-0.15481345,0.009630368,0.16235404,-0.12477843,0.019913582,0.0023141108,-0.04811602,0.06958368,-0.15217228,0.25372314,0.040166494,-0.18751515,0.026755905,-0.12000301,0.17133626,0.007014652,0.026367437,-0.10608131,0.16441645,0.16628627,0.018185452,-0.010173443,-0.13123143,-0.19050628,0.23222251,-0.013098843,0.11716137,-0.027526168,-0.28867543,-0.09566894,0.004845616,-0.11163751,-0.09634904,0.17317,0.01898393,-0.16852121,-0.14527744,-0.18118656,0.05669479,0.1005416,-0.10245581,-0.06619764,-0.05672653,0.29663575,-0.04256907,0.060002487,-0.2916333,-0.21169697,-0.09155446,-0.025856262,0.02606406,0.017429212,-0.11719176,-0.23916101,0.1399824,-0.010643823,0.23231529,-0.09367019,0.2697087,0.017728712,0.023214558,0.28237003,-0.09446761,0.30578205,-0.079809934,0.12811781,-0.01682373,-0.36717328,-0.18849772,-0.10223938,0.015652714,-0.2534225,0.08680632,0.00610635,0.054695714,0.09302199,0.078228384,0.025380975,-0.023825835,0.18754372,0.08893297,0.1171691,0.20318188,0.060739428,0.11528005,-0.016297767,-0.054827735,0.06649411,0.035230696,0.035367962,0.20935489,0.11333815,-0.19196647,-0.05496263,-0.26971677,0.016293995,0.21260452,0.051333416,-0.04967132,-0.11807736,-0.2440261,0.010182327,0.06392,0.10982616,0.0013842665,-0.06760589,-0.4126462,0.16986045,-0.32684994,0.06282643,0.2262834,-0.03723634,-0.32091582,-0.081223145,0.16157001,-0.122065805,0.10127842,0.086703405,-0.17976727,0.15841904,0.065565936,0.07435232,-0.036653165,0.08965907,0.16151951,0.0009936055,-0.036827486,-0.015171014,-0.13513117,-0.080716535,-0.1631702,0.041516554,-0.23086083,-0.060007904,-0.02227611,-0.113061905,0.024106856,0.0733668,0.2052903,0.016899196,-0.0581737,0.06741594,0.10508501,-0.42744166,0.25271362,0.17812857,0.1110546,0.12527657,0.01694779,0.15995657,0.045563404,-0.015687259,-0.078360505,0.17775714,0.040716246,-0.03879332,-0.06456633,-0.0049948087,0.16701072,-0.07071919,0.1812906,0.15291475,0.0069584544,0.11676956,0.08126529,-0.043274347,-0.17348628,0.0720771,0.05087009,0.024176745,0.16504715,-0.09561394,0.012079481,0.116989404,0.15060776,-0.10686131,0.10253842,0.072992034,0.26295325,0.14507198,-0.06050469,-0.17391945,-0.113126285,-0.07458308,0.05362014,-0.0888878,0.076034606,-0.042366583,0.006090718
coastal,0.17207132,0.13621251,0.07232336,-0.051255185,0.12911779,0.091655724,0.085914075,0.22729334,-0.13432305,0.096442945,0.18402353,-0.10529199,0.069360465,-0.005036782,-0.04940494,-0.019346632,0.036653418,0.1685397,-0.101198256,-0.18065123,0.06269474,-0.044628475,0.039693527,0.049933527,-0.050355926,-0.10744683,-0.046827726,0.03609428,-0.10347763,0.03421913,-0.028684895,-0.0501277,0.22721937,-0.10235153,-0.09833199,0.08120363,-0.013984963,-0.08725048,-0.013654906,-0.08324082,-0.022773298,0.03407596,-0.0016329392,0.04652391,0.13887917,-0.072718605,-0.044026807,-0.10411452,0.021845005,0.15365088,-0.11228958,-0.1753701,-0.06011694,-0.13076209,0.046090133,-0.0702117,0.028506024,-0.18337356,0.08411931,-0.12700497,0.0050099627,0.0036135733,0.021499557,-0.06519296,-0.30692342,-0.00058298494,-0.06572654,0.1635561,-0.16681574,0.079382256,0.20027426,-0.010768432,0.26687026,0.014027852,0.20571592,0.06802973,0.2996381,-0.109767325,-0.24241975,-0.069217674,-0.100758106,-0.18351671,-0.083813265,0.07935217,-0.06152182,0.07130359,0.0031120188,-0.17804569,0.02448578,-0.07945676,-0.017531436,-0.032317832,0.23695649,0.17339693,0.25649464,0.03497341,0.017294383,-0.1577312,-0.04200598,0.01982078,-0.09395792,0.22361557,0.0041371416,0.033594362,-0.054143377,-0.24518389,0.08667493,0.31006816,-0.12770304,-0.18350136,-0.14226197,-0.16492756,0.058453254,-0.020264735,0.38048133,0.03358312,0.08668778,-0.34544113,0.010194923,-0.026067192,0.08812354,0.048384957,0.30036187,-0.12788747,-0.16651891,0.14943098,-0.17010844,0.070710585,0.09816705,-0.09898706,0.13138378,-0.09200159,0.033750053,-0.19690448,0.12443723,0.016928483,-0.046933092,-0.13586557,-0.0934803,-0.07209722,0.15789793,-0.2886141,-0.06327648,-0.20556377,-0.14373967,0.049640045,-0.17242691,0.083584204,-0.01065509,0.034488473,-0.0039263684,0.102597386,-0.0094895745,0.027790055,-0.34964475,0.1896708,0.08938955,0.14645192,0.117401116,0.11858542,0.22892632,0.17716278,-0.10897254,-0.07875287,0.15973328,0.36402735,0.10560674,-0.1433878,-0.06461049,0.062990166,-0.28087577,0.23435943,0.15305525,0.004164375,0.0385057,0.13606624,-0.26912805,-0.0024505702,0.24547714,0.0855733,0.05797416,0.2498863,0.06941185,0.05876665,0.16460858,0.106622085,-0.09695808,0.08477292,0.063959226,0.0047869096,0.09720031,-0.16530675,-0.31963745,-0.17447399,0.14430156,-0.056392595,0.034294136,-0.12434943,-0.3269361,-0.06332979
another,0.18035765,0.006646129,0.010710851,0.0477586,0.2124079,-0.060264427,0.05793033,0.3343131,-0.18099071,0.027239416,-0.0626185,-0.17578994,0.010385275,0.16458942,-0.10545236,0.023998689,-0.028297175,0.09731818,-0.031419188,-0.18970542,0.15289463,0.042712048,-0.10565245,0.06914519,-0.04011617,0.014946732,-0.018348916,0.016332569,-0.044651285,0.05474489,-0.02329768,0.08051071,0.13089201,-0.11645941,-0.08326741,0.22726579,0.15749723,0.081620954,-0.07125117,-0.13578853,-0.14085323,0.027814109,-0.05391259,0.034249123,0.17272839,-0.085077964,-0.004401728,-0.10177751,-0.06450801,0.18666582,0.054134034,0.052727904,-0.009395438,-0.034702152,0.17098156,-0.16781037,0.051304024,-0.16830997,-0.04225595,-0.01410516,-0.05774245,0.037355833,0.011313689,-0.14683989,-0.21495168,0.025607124,0.021852748,0.26898646,-0.14124139,0.0988968,0.10229853,-0.018105088,0.12579064,0.015416532,0.21220754,0.050737314,0.2974621,-0.025655936,-0.32709894,-0.16305889,-0.007741824,-0.06483345,-0.109648295,0.025192896,-0.11305014,0.05997577,0.019908873,-0.0068308297,0.099590145,0.083372295,0.030970214,0.08737705,0.14252685,0.19305296,0.1733827,0.056029204,0.11209492,-0.10667848,0.068771586,0.03399926,0.0010754728,0.10333911,0.0009933136,-0.10199338,0.011146018,-0.18344755,0.059294045,0.19596417,-0.12325645,-0.13731833,0.031200234,-0.18534838,-0.027223632,-0.006059894,0.18696822,0.006718907,-0.034257464,-0.3184693,0.033343833,-0.2347589,-0.04576636,0.07046243,0.10428107,-0.3391796,-0.111555755,0.09301387,-0.13995281,0.013989988,0.00042871913,-0.17795391,0.1411294,-0.059679236,0.054453287,-0.16624762,0.09326301,0.15420972,0.012190471,-0.05816322,-0.04748538,-0.034444407,0.0325532,-0.12688088,-0.022219999,-0.09076671,0.0030056122,0.021450052,-0.012189373,-0.035539158,-0.023318887,0.12228756,-0.012043166,-0.031850614,0.00783175,0.14982864,-0.33206898,0.26642272,0.08731705,0.13324532,0.13800964,-0.03267656,0.11728966,0.13387279,-0.10799417,-0.03338507,0.02789382,0.21648332,0.09311133,-0.08427611,-0.049969826,0.21426181,-0.17473899,0.07969735,0.09949879,0.041974526,0.13650964,-0.0024168706,-0.18897402,-0.042177275,0.07051288,0.10414698,-0.043132234,0.18675637,-0.05748057,-0.0123693915,0.068536304,0.0979162,-0.005058258,-0.041797042,0.062767774,0.046577528,0.13107277,-0.08092577,-0.104063265,-0.015694534,0.050097242,0.10162777,0.06607862,0.028756851,-0.22176324,0.02794243
mainly,0.13796413,-0.0689934,0.06913566,0.17221567,0.19503215,-0.023202106,-0.023140853,0.2729224,-0.18812397,0.062221054,-0.2141419,-0.1041336,0.03997526,0.18985957,-0.13652825,-0.050936695,-0.03708001,0.063800626,-0.09176693,-0.12184706,0.13921806,0.036839247,-0.08105016,0.09910096,-0.053539716,0.0300342,-0.12173804,-0.023345124,-0.006485944,0.140742,0.059962295,0.021468258,0.007928047,-0.038953323,0.0013225913,0.27945083,-0.052751105,-0.021148855,-0.065852515,-0.22462174,-0.16463459,0.027923208,-0.13077588,0.00057339884,0.21205597,-0.062803656,0.0040941723,-0.18827026,-0.0714327,0.05228803,0.10636284,-0.033434007,-0.026579207,-0.099281155,0.16354184,-0.10454195,-0.013321588,-0.24665461,-0.19832873,-0.16159202,-0.08441824,0.09265425,-0.03318622,-0.18768957,-0.2408723,0.008888663,-0.0070501026,0.31630665,-0.12194095,0.19576304,0.01924878,0.03399455,0.1358826,-0.034550525,0.2593518,0.05220224,0.1752279,0.020493776,-0.31901067,-0.12612736,-0.067000195,-0.061199848,-0.14199919,0.116043754,-0.1300792,0.039342716,-0.06709734,-0.02189932,0.12042583,0.09606551,0.10101818,0.0054797474,0.16624711,0.19916207,0.13246337,0.030037247,-0.029790612,-0.07209308,0.14630574,0.06538513,0.044850692,0.11411735,0.03692395,-0.021345852,-0.043289065,-0.21148324,0.06949674,0.10240658,-0.0354858,-0.13732325,-0.07688204,-0.15936063,-0.09827509,-0.15850587,0.18364118,0.02049887,0.077978104,-0.3326747,0.12923548,-0.18594968,-0.005825106,0.15073399,0.022746643,-0.19032875,-0.044881053,0.06477183,-0.13225345,-0.024717895,-0.03165366,-0.19651851,0.1366179,-0.015375298,-0.029115455,-0.13501212,0.050618865,0.10398014,-0.062001508,-0.0019909972,0.03367629,-0.27523002,0.12418037,-0.13151242,0.025384964,-0.1472697,-0.009795632,-0.057786286,-0.12545627,0.07189873,0.06197454,0.17607239,-0.024497354,-0.063675694,0.1017786,0.0755065,-0.29438186,0.2723332,0.063035965,0.11983337,0.048454918,0.06609806,0.044852853,0.11296163,-0.0064030103,-0.16015537,0.050889514,0.13702267,0.051474016,-0.1621178,-0.072239675,0.103324406,-0.1303445,0.18671623,0.12630118,-0.0152691305,0.08586138,0.12229813,-0.17678967,-0.022923462,0.128574,0.04161489,0.09920154,0.19429304,-0.053490162,0.008609091,0.08222671,0.04701081,-0.026342181,0.09742546,-0.03514803,0.033915065,0.07554609,-0.052954495,-0.13627614,-0.047099385,-0.0052554794,0.1032118,0.01929055,0.009444086,-0.09127706,-0.041682273
expansion,0.13279246,0.023520572,-0.016263945,-0.03256403,0.060879406,-0.06863408,-0.016180547,0.17628148,-0.05385981,0.08339272,-6.455161e-05,-0.20017077,-0.0137735205,0.06473705,-0.14227146,-0.035632532,0.056205675,0.16451888,-0.13300742,-0.10498141,-0.008366489,-0.029813288,0.11207143,0.10044507,-0.061610345,0.06953362,-0.022366961,0.038985733,-0.09591488,0.056615002,-0.0029675933,-0.0097909495,0.18590827,-0.2074541,-0.1348461,0.17650737,0.020938482,-0.07289345,-0.033335704,-0.17136693,-0.06974985,0.061091557,-0.11789725,-0.13578904,0.1295375,-0.072519355,0.04663219,-0.10846348,0.019033818,0.16584261,-0.1922199,-0.12634553,0.0010844046,-0.03036763,0.09396862,-0.18626,0.033183515,-0.1454204,0.012361297,-0.12578331,-0.036985617,-0.11076431,-0.032190192,0.018075775,-0.17384823,0.00932081,0.066931754,0.09595047,-0.09991493,0.16214734,0.23060456,0.07736703,0.20426218,-0.047925547,-0.0042016627,0.12374446,0.22323754,-0.06624119,-0.19119488,-0.112969324,-0.074968286,-0.20880328,-0.07957553,-0.025210554,-0.07182828,0.0068539707,-0.014529351,-0.09934938,0.009040283,-0.0010509124,-0.042875376,-0.0014269132,0.16253603,0.118839346,0.16052397,0.08590524,0.077787474,-0.09217715,0.055791378,-0.0011518734,-0.12030882,0.26375714,-0.06409964,0.010016074,0.0031936935,-0.37054518,0.050974626,0.31364036,-0.1740512,-0.20152853,-0.0788876,-0.13642721,0.050260272,0.03401213,0.29247358,0.10662877,0.010996794,-0.40571135,0.06049551,-0.07944304,0.085337654,0.1262299,0.31146032,-0.14350425,-0.15578075,0.18425423,-0.12750907,0.10675153,0.095389865,-0.20239194,0.078816414,-0.10210088,-0.022665082,-0.08110163,0.07695987,0.1668245,-0.119087026,-0.119538546,-0.091413155,0.029597854,0.13943344,-0.2834324,-0.050524082,-0.18399094,-0.17486545,0.16623504,-0.09252613,-0.023870517,0.022040438,0.010321882,0.11519553,0.077197045,0.16257787,0.040875483,-0.35135832,0.26144537,0.20583187,0.14495645,0.04582516,0.101810865,0.21009114,0.11566867,-0.06185121,-0.12885483,0.17372736,0.23305182,0.034185532,-0.09084082,-0.08322391,0.19476403,-0.20879447,0.068875864,0.20809391,0.056371793,0.08530598,0.18365903,-0.20043825,-0.037370034,0.24186614,0.11961157,-0.052467186,0.22212513,-0.01643003,0.04029387,0.078450255,0.047751203,-0.08781484,0.08048571,0.19005944,0.014467532,0.16044928,-0.08507052,-0.22386156,-0.12524484,0.10181239,-0.014204464,0.04785542,-0.17676751,-0.23194908,-0.055850197
bats,0.21603349,0.01864231,0.08512712,0.038962312,0.19812499,-0.09276239,-0.019957937,0.22560653,-0.09986695,0.011443624,-0.07915756,-0.16137324,0.042182006,0.11999612,-0.10197572,-0.05651255,0.04511765,0.12348716,0.015326779,-0.1252484,0.21031791,0.050963517,-0.17046331,0.08591005,-0.08229749,0.06712067,-0.14490572,-0.005514078,-0.03845923,0.121464565,0.03436521,0.030261172,0.07344443,-0.09530181,-0.031091943,0.28784364,0.015751803,-0.041333742,-0.1053387,-0.19302654,-0.18817264,0.066557035,-0.17142315,0.025367538,0.09028284,-0.03386295,0.03750819,-0.18614997,-0.091142416,0.17327167,0.03071491,-0.06753337,0.010678759,0.0009335271,0.24096881,-0.052141346,0.01765403,-0.27556995,-0.09341998,-0.10297573,-0.091369234,0.027747013,-0.10128995,-0.16403896,-0.251011,0.04068907,-0.047042824,0.20981462,-0.118937224,0.18190275,0.047479976,-0.0042666523,0.20813492,-0.045454532,0.20416352,0.121104896,0.16637774,-0.049598556,-0.32918,-0.14696857,-0.09306674,-0.044261884,-0.12605971,0.093306325,-0.13394128,0.07400324,0.01268797,0.073626,0.11491183,0.023875868,0.072469994,0.009257236,0.117382705,0.18672843,0.091165245,0.047830947,-0.110235654,-0.06288722,0.010033414,0.0020874008,0.009901634,0.15307657,0.04221792,-0.047524594,-0.0908337,-0.23361838,-0.056509756,0.11776936,0.044001255,-0.108599216,-0.097711176,-0.19603278,0.0065334444,-0.063627094,0.15872541,0.07698838,-0.043578163,-0.3918768,0.07423819,-0.18611121,0.03235389,0.0654477,0.08650585,-0.26401466,-0.08144519,0.12809497,-0.13001704,0.1225539,0.07984593,-0.22376288,0.14248231,-0.031195667,0.026589,-0.04401337,0.049439345,0.07635966,-0.046611622,-0.1373245,-0.022553073,-0.18835239,0.057067823,-0.22589466,0.030986147,-0.2425614,-0.12391655,-0.06459641,-0.068177335,0.06802162,-0.0067216977,0.21017541,-0.0055885967,0.0019523106,0.059544425,0.0899322,-0.3187071,0.26652354,0.07431865,0.11470289,-0.018313222,0.06493979,0.12424783,0.11256117,-0.07016315,-0.136247,0.09199713,0.16216289,0.104190126,-0.07976256,-0.00576941,0.17485651,-0.084175475,0.07647214,0.120956436,0.080948986,0.08321005,0.15676253,-0.12386723,-0.08173016,0.04184916,0.05413118,0.009503062,0.19391663,-0.06596585,0.056310184,0.07830731,0.14918602,-0.01166978,0.048101857,-0.007573192,0.048082057,0.14436848,-0.090384156,-0.16089635,-0.020704655,-0.06294203,0.03264592,0.05860977,0.0912804,-0.19622758,-0.042568255
diverse,0.15881555,0.0477762,0.098015875,0.03786197,0.17697555,-0.062317856,-0.105406456,0.2392754,-0.0497572,0.11136567,-0.15175766,-0.1318907,0.036721427,0.091390304,-0.099224,-0.040963057,-0.03334395,0.015484421,0.021228023,-0.11387994,0.25397173,0.005810119,-0.04699573,0.03739264,-0.012001727,0.008817688,-0.06531361,0.09391283,-0.13264129,0.09274763,0.08440538,-0.049248643,0.17970543,-0.12095357,-0.09779839,0.16993646,-0.010097477,0.028990611,-0.011814582,-0.16512206,-0.055637565,-0.0005687269,-0.090041585,0.08279449,0.11671795,-0.016939469,-0.103617415,-0.14775842,-0.1450357,0.12608874,0.0047113234,-0.104622245,-0.07580733,-0.17040434,0.1700119,-0.056001782,0.020706061,-0.2666703,-0.039508913,-0.19783762,-0.032870088,0.05674541,-0.05866716,-0.10898974,-0.19094591,0.09025603,-0.053514637,0.2951161,-0.1626861,0.20697273,0.047295637,-0.031058447,0.28654134,0.0270523,0.322887,0.021768706,0.14239751,0.0019614594,-0.38532633,-0.074544355,-0.21412167,-0.063853644,-0.12333203,0.10019653,-0.10130083,0.071679145,-0.045031756,-0.024425501,0.0041825417,-0.14212175,0.15066727,-0.0018479781,0.17094918,0.18770207,0.13917823,0.17046635,-0.112380326,-0.029863266,-0.09723948,-0.0287475,0.014731992,0.21424206,0.06253733,0.011998978,-0.09983738,-0.24906534,0.073324315,0.26592055,0.011123515,-0.14341334,-0.14218713,-0.19008389,-0.041826688,-0.08044199,0.24114251,-0.030596538,0.04259963,-0.3834964,0.06519049,-0.11048276,0.025879588,0.1350481,0.107049,-0.18131517,0.021340977,0.074936815,-0.094938025,0.14272827,0.032988016,-0.11824532,0.070277,0.022030279,0.036817297,-0.09605222,0.18206953,0.14032382,-0.048036784,-0.054832377,-0.0802508,-0.13213655,0.11040364,-0.16439894,-0.09125527,-0.20352976,-0.056708254,0.061972357,-0.11069828,0.16066022,-0.015062346,0.20843865,-0.011833789,0.07805326,0.053740006,0.09618948,-0.40652552,0.19556049,0.0593149,0.13511804,0.20323476,0.15550467,0.222035,0.07088985,0.03058302,-0.11163255,0.027386932,0.16081886,0.089594886,-0.062908724,-0.036267243,0.16581264,-0.19756445,0.2110462,0.18549912,0.0005754324,-0.027044332,0.2047573,-0.17942005,-0.061709747,0.11295382,0.12054178,0.14536197,0.23881628,0.03978227,-0.047486197,0.1975383,0.194457,-0.10084011,0.09283181,-0.07913413,0.08758365,0.17422767,-0.184224,-0.18085207,-0.06712043,0.006974266,-0.005254893,0.03804149,-0.039767228,-0.3056714,-0.13225937
